application_id,filing_year,tech_domain,applicant_type,country_origin,industry_sector,international_filing,prior_examination,commercial_potential,market_size_estimate,processing_fee_usd,number_of_claims,number_of_citations,complexity_level,examiner_load,novelty_score,grant_probability,office_action_count
PAT-2003-011,2023,blockchain,3,DEU,software,True,0,No,20.62,9969.83,6,12,2,Low,Significant,High,2
PAT-2003-012,2023,iot,3,USA,hardware,True,0,Yes,124.51,6884.15,27,8,1,Low,Marginal,Very Low,3
PAT-2003-013,2022,quantum,2,DEU,hardware,True,1,No,2.49,7802.03,46,40,3,Low,Moderate,High,3
PAT-2003-014,2022,iot,2,USA,healthtech,True,1,Yes,379.04,625.28,27,23,1,Medium,Moderate,Low,3
PAT-2003-015,2021,ai_ml,1,GBR,healthtech,True,1,Yes,206.02,7057.44,38,21,3,Low,Significant,High,3
PAT-2003-016,2022,iot,2,USA,hardware,False,1,No,87.38,6510.02,17,27,3,Medium,Significant,Medium,5
PAT-2003-017,2021,blockchain,3,DEU,software,True,1,No,43.27,7961.82,9,32,2,Medium,Marginal,Low,0
PAT-2003-018,2022,ai_ml,1,CHN,software,False,1,Yes,500.0,9115.56,23,42,3,Medium,Moderate,Low,1
PAT-2003-019,2023,ai_ml,1,GBR,healthtech,True,1,No,8.01,5603.85,15,36,2,Low,Breakthrough,Very High,2
PAT-2003-020,2020,ai_ml,2,USA,software,True,1,Yes,79.36,6661.35,45,46,3,Low,Significant,High,4
PAT-2003-021,2020,ai_ml,2,DEU,healthtech,True,1,No,7.73,6960.44,22,28,2,High,Moderate,Low,4
PAT-2003-022,2021,quantum,3,USA,hardware,False,0,Yes,224.59,7667.15,39,9,2,Medium,Moderate,Low,0
PAT-2003-023,2024,quantum,2,CHN,software,False,0,Yes,67.83,4123.19,25,10,3,Medium,Moderate,Medium,1
PAT-2003-024,2023,iot,3,CHN,hardware,False,0,No,30.87,3903.47,16,12,3,Low,Marginal,Very Low,3
PAT-2003-025,2021,ai_ml,3,IND,software,True,1,Yes,500.0,8539.39,25,40,2,Medium,Marginal,Low,2
PAT-2003-026,2024,quantum,2,USA,cybersecurity,False,1,Yes,113.58,934.04,26,31,3,Medium,Moderate,Medium,3
PAT-2003-027,2022,iot,4,GBR,healthtech,False,1,Yes,28.1,6919.68,23,20,2,Medium,Marginal,Low,2
PAT-2003-028,2022,ai_ml,2,CHN,fintech,True,1,Yes,228.5,1458.53,15,42,2,Low,Moderate,Low,2
PAT-2003-029,2024,iot,1,JPN,hardware,True,1,No,19.01,1743.8,14,20,3,Medium,Significant,Medium,4
PAT-2003-030,2020,blockchain,3,USA,fintech,True,1,Yes,31.18,3091.26,6,23,2,High,Significant,High,3
PAT-2003-031,2021,blockchain,2,CHN,fintech,True,1,Yes,71.63,4507.1,5,25,1,Medium,Moderate,Medium,1
PAT-2003-032,2022,ai_ml,1,USA,software,True,1,Yes,79.11,8012.91,15,37,2,High,Significant,High,2
PAT-2003-033,2021,iot,2,KOR,hardware,True,1,Yes,59.3,9073.14,14,26,2,High,Moderate,Medium,4
PAT-2003-034,2023,ai_ml,2,USA,software,True,0,Yes,21.79,8448.04,17,22,3,Medium,Marginal,Low,1
PAT-2003-035,2021,ai_ml,2,CHN,software,True,1,Yes,44.04,2969.72,43,37,2,Low,Significant,Very High,4
PAT-2003-036,2020,ai_ml,2,USA,software,False,1,Yes,500.0,2413.0,37,33,3,Medium,Marginal,Very Low,4
PAT-2003-037,2021,cybersecurity,2,JPN,software,False,1,Yes,132.0,3176.98,16,20,3,Low,Marginal,Low,3
PAT-2003-038,2022,ai_ml,2,CHN,software,False,0,Yes,13.55,1566.57,30,7,3,Medium,Moderate,Low,6
PAT-2003-039,2021,blockchain,2,USA,fintech,True,1,Yes,26.39,1067.35,13,22,3,Medium,Moderate,Medium,2
PAT-2003-040,2020,ai_ml,3,DEU,software,True,0,Yes,20.13,5813.68,40,13,3,High,Moderate,Medium,3
PAT-2003-041,2024,cybersecurity,1,JPN,software,True,1,No,29.28,3393.39,28,30,1,Medium,Moderate,Low,0
PAT-2003-042,2021,iot,2,KOR,hardware,False,0,No,10.19,1195.19,27,7,2,Medium,Moderate,High,1
PAT-2003-043,2022,cybersecurity,1,USA,software,True,1,Yes,146.35,6177.24,16,17,1,Medium,Moderate,Medium,1
PAT-2003-044,2020,ai_ml,1,DEU,software,False,1,No,18.13,4724.73,40,25,3,Medium,Breakthrough,Medium,8
PAT-2003-045,2022,ai_ml,1,USA,fintech,True,1,No,6.17,9025.53,23,34,3,High,Significant,Medium,7
PAT-2003-046,2021,iot,2,JPN,hardware,False,1,Yes,143.86,502.68,16,22,2,Medium,Marginal,Very Low,3
PAT-2003-047,2023,ai_ml,1,CHN,software,False,1,No,39.07,8115.31,23,40,3,Medium,Moderate,Medium,3
PAT-2003-048,2021,quantum,2,KOR,cybersecurity,False,1,Yes,257.29,3670.09,40,37,2,High,Marginal,Low,3
PAT-2003-049,2024,cybersecurity,3,GBR,software,False,0,No,47.63,9732.73,15,11,2,Medium,Moderate,Medium,0
PAT-2003-050,2024,blockchain,3,USA,software,False,1,Yes,398.55,8281.63,8,26,2,Medium,Marginal,Low,3
PAT-2003-051,2020,cybersecurity,4,USA,fintech,False,0,No,18.39,5010.22,15,7,1,Medium,Moderate,Medium,1
PAT-2003-052,2020,iot,4,RUS,healthtech,True,1,No,33.67,6872.58,12,23,3,High,Significant,High,3
PAT-2003-053,2020,ai_ml,1,USA,software,False,1,Yes,26.93,5268.71,34,34,2,Low,Significant,Very High,2
PAT-2003-054,2023,blockchain,3,USA,telecom,False,1,Yes,500.0,5871.9,9,24,3,Medium,Marginal,Very Low,1
PAT-2003-055,2020,ai_ml,1,USA,healthtech,True,1,Yes,222.16,6737.47,28,33,2,Low,Significant,High,2
PAT-2003-056,2024,quantum,1,GBR,hardware,True,1,Yes,453.86,4753.18,33,45,2,Medium,Breakthrough,Medium,1
PAT-2003-057,2023,ai_ml,3,GBR,software,True,1,No,33.06,3273.83,17,28,2,Medium,Significant,Medium,2
PAT-2003-058,2023,ai_ml,1,USA,hardware,True,1,No,10.65,7758.88,34,51,3,Medium,Breakthrough,Medium,3
PAT-2003-059,2022,iot,3,IND,hardware,False,1,Yes,52.69,7534.79,25,18,1,Low,Significant,Medium,3
PAT-2003-060,2024,ai_ml,3,USA,healthtech,False,1,Yes,500.0,1995.67,27,43,3,Medium,Moderate,Medium,2
PAT-2003-061,2020,ai_ml,2,USA,software,True,0,Yes,81.52,1260.78,30,12,3,Medium,Moderate,Medium,3
PAT-2003-062,2022,iot,2,CHN,healthtech,True,0,Yes,33.24,2419.97,26,18,3,High,Marginal,Very Low,4
PAT-2003-063,2021,ai_ml,2,KOR,software,False,1,Yes,308.16,8621.53,24,40,2,Low,Moderate,Medium,1
PAT-2003-064,2024,blockchain,2,JPN,fintech,True,1,No,21.6,4313.8,17,37,1,High,Moderate,Low,4
PAT-2003-065,2022,ai_ml,1,CHN,healthtech,False,1,Yes,134.5,6012.97,23,31,3,Medium,Significant,Very High,6
PAT-2003-066,2023,ai_ml,2,USA,fintech,True,1,Yes,50.39,6058.61,38,39,2,Medium,Breakthrough,Medium,3
PAT-2003-067,2021,ai_ml,1,USA,software,True,1,Yes,275.65,5618.16,35,28,3,High,Breakthrough,Medium,4
PAT-2003-068,2024,quantum,3,USA,hardware,False,1,Yes,81.99,1356.59,50,36,2,Low,Significant,Medium,3
PAT-2003-069,2022,cybersecurity,2,JPN,telecom,True,1,Yes,218.83,2033.89,21,31,2,High,Moderate,Low,3
PAT-2003-070,2022,ai_ml,1,KOR,software,False,1,No,23.39,6764.05,40,42,3,High,Significant,Medium,4
PAT-2003-071,2024,cybersecurity,1,DEU,telecom,True,1,No,45.29,4438.11,24,24,1,Medium,Moderate,Medium,3
PAT-2003-072,2022,iot,2,CHN,hardware,False,1,No,19.25,5874.36,10,25,2,Low,Marginal,Very Low,2
PAT-2003-073,2022,iot,3,GBR,healthtech,False,0,Yes,57.81,5964.18,18,17,2,Medium,Moderate,Medium,1
PAT-2003-074,2022,iot,2,CHN,telecom,False,0,No,5.75,8566.2,22,9,1,Medium,Significant,Medium,2
PAT-2003-075,2020,iot,2,USA,healthtech,True,0,Yes,29.48,3185.69,25,7,1,Medium,Moderate,Medium,1
PAT-2003-076,2021,quantum,1,GBR,hardware,True,1,No,17.36,5579.36,22,33,2,Medium,Breakthrough,Medium,2
PAT-2003-077,2021,blockchain,4,USA,telecom,False,1,Yes,211.11,6179.97,11,28,3,Low,Moderate,Low,3
PAT-2003-078,2020,iot,3,USA,telecom,True,1,No,8.18,8085.41,29,21,2,Medium,Significant,Medium,1
PAT-2003-079,2024,ai_ml,2,USA,software,False,1,No,13.98,1134.24,41,43,3,Low,Significant,Medium,3
PAT-2003-080,2022,ai_ml,2,JPN,software,True,1,Yes,12.08,5502.31,37,42,3,Low,Marginal,Very Low,4
PAT-2003-081,2022,iot,4,USA,hardware,True,0,No,34.47,9794.68,26,12,1,Low,Marginal,Very Low,1
PAT-2003-082,2022,ai_ml,2,USA,software,True,1,Yes,432.72,5795.93,20,31,3,Low,Significant,High,4
PAT-2003-083,2022,ai_ml,2,USA,software,False,1,No,33.63,6041.63,34,37,2,Medium,Moderate,Medium,0
PAT-2003-084,2023,ai_ml,2,CHN,fintech,False,1,Yes,84.05,4388.09,41,33,3,Medium,Moderate,Medium,3
PAT-2003-085,2024,ai_ml,2,CHN,software,False,1,Yes,9.1,1211.76,21,33,2,High,Moderate,Low,2
PAT-2003-086,2024,iot,3,USA,hardware,False,0,Yes,36.97,7203.09,10,7,2,Medium,Moderate,High,1
PAT-2003-087,2022,iot,4,IND,telecom,False,0,No,44.12,5403.41,18,7,2,Low,Significant,High,2
PAT-2003-088,2021,blockchain,2,USA,fintech,False,1,Yes,43.41,5834.84,12,22,1,Low,Moderate,Medium,0
PAT-2003-089,2022,ai_ml,2,CHN,software,True,1,Yes,500.0,1995.08,33,36,2,High,Marginal,Low,4
PAT-2003-090,2022,blockchain,2,CHN,fintech,False,1,No,65.71,3767.92,7,34,3,Low,Moderate,Low,2
PAT-2003-091,2022,blockchain,2,USA,fintech,True,1,No,55.33,1739.3,7,26,2,Medium,Moderate,Medium,2
PAT-2003-092,2023,iot,1,CHN,hardware,False,1,Yes,100.92,7474.08,12,20,1,Low,Marginal,Very Low,3
PAT-2003-093,2022,iot,3,DEU,healthtech,True,1,No,5.98,3693.11,12,30,3,Medium,Moderate,High,3
PAT-2003-094,2021,blockchain,4,USA,fintech,False,0,Yes,136.82,4040.81,7,13,1,High,Marginal,Very Low,1
PAT-2003-095,2021,blockchain,3,DEU,fintech,False,1,Yes,500.0,5687.59,8,20,3,Medium,Moderate,Medium,2
PAT-2003-096,2022,cybersecurity,2,USA,software,True,0,No,11.35,7738.62,9,8,1,Low,Moderate,Medium,2
PAT-2003-097,2020,quantum,2,JPN,hardware,True,1,No,45.83,3180.55,26,39,3,Low,Moderate,Medium,5
PAT-2003-098,2021,blockchain,4,USA,fintech,False,0,Yes,121.43,3456.1,5,7,1,Medium,Marginal,Low,5
PAT-2003-099,2023,blockchain,3,GBR,fintech,True,0,Yes,500.0,7311.78,14,10,2,Low,Moderate,Medium,3
PAT-2003-100,2022,ai_ml,1,KOR,software,False,1,No,7.36,9844.92,24,45,3,Low,Significant,Medium,3
PAT-2003-101,2021,cybersecurity,2,CHN,fintech,False,1,Yes,95.01,5463.49,13,16,1,Medium,Moderate,Medium,2
PAT-2003-102,2022,ai_ml,2,DEU,software,True,1,No,12.52,8463.23,17,36,3,Low,Marginal,Very Low,3
PAT-2003-103,2023,ai_ml,2,KOR,software,False,1,Yes,8.8,1759.75,39,31,3,High,Moderate,High,4
PAT-2003-104,2021,cybersecurity,2,DEU,software,True,1,Yes,18.44,7291.05,11,25,3,Low,Significant,Medium,4
PAT-2003-105,2023,iot,2,KOR,healthtech,False,1,No,3.55,6243.84,8,19,2,Medium,Moderate,Low,0
PAT-2003-106,2024,ai_ml,3,RUS,software,False,1,Yes,47.67,1115.34,36,30,2,Low,Moderate,Medium,0
PAT-2003-107,2022,ai_ml,3,IND,healthtech,True,0,No,13.64,7708.77,49,19,2,Low,Marginal,Low,1
PAT-2003-108,2023,ai_ml,1,JPN,software,True,1,No,37.24,7548.48,16,30,3,Low,Breakthrough,Medium,7
PAT-2003-109,2020,iot,4,USA,hardware,False,0,Yes,166.17,3009.67,16,6,3,High,Moderate,Low,3
PAT-2003-110,2024,ai_ml,2,USA,healthtech,True,1,Yes,124.26,3950.45,30,31,3,High,Moderate,Medium,4
PAT-2003-111,2022,cybersecurity,2,CHN,software,False,1,Yes,13.85,8423.45,15,26,2,Medium,Moderate,Low,1
PAT-2003-112,2024,cybersecurity,1,DEU,software,True,1,No,35.24,7079.9,8,23,2,Low,Marginal,Very Low,1
PAT-2003-113,2022,iot,2,USA,hardware,False,1,Yes,261.68,720.68,25,33,1,Medium,Marginal,Very Low,1
PAT-2003-114,2020,iot,3,USA,hardware,False,0,Yes,500.0,745.92,11,9,1,Low,Significant,Medium,4
PAT-2003-115,2020,ai_ml,2,CHN,software,False,1,Yes,163.61,5685.86,40,42,3,Medium,Moderate,Low,3
PAT-2003-116,2023,ai_ml,1,KOR,software,False,0,Yes,38.83,2374.79,33,25,2,Medium,Significant,Medium,2
PAT-2003-117,2022,iot,2,DEU,telecom,False,1,No,7.22,5098.36,23,21,3,Low,Significant,Very High,4
PAT-2003-118,2020,ai_ml,2,KOR,software,False,0,No,12.16,6245.09,30,9,3,Medium,Moderate,Low,2
PAT-2003-119,2023,ai_ml,3,GBR,software,False,0,Yes,132.6,1873.89,23,9,2,Medium,Moderate,Low,0
PAT-2003-120,2024,ai_ml,1,USA,fintech,True,1,Yes,500.0,7930.13,39,37,2,High,Moderate,High,3
PAT-2003-121,2022,ai_ml,1,USA,healthtech,False,1,No,442.51,7180.66,18,39,3,Low,Moderate,Low,3
PAT-2003-122,2022,blockchain,3,USA,software,False,0,No,44.84,3880.01,16,11,1,Low,Moderate,Medium,2
PAT-2003-123,2020,iot,3,RUS,hardware,False,0,Yes,95.98,2282.54,26,5,2,Medium,Moderate,High,1
PAT-2003-124,2023,quantum,1,DEU,hardware,False,0,Yes,102.45,3185.75,24,19,3,Medium,Breakthrough,High,9
PAT-2003-125,2021,iot,3,USA,software,True,1,Yes,15.97,6651.79,28,23,2,Medium,Moderate,Medium,4
PAT-2003-126,2024,quantum,3,RUS,cybersecurity,False,1,No,23.29,9458.67,21,54,2,Medium,Significant,High,1
PAT-2003-127,2022,blockchain,4,RUS,fintech,False,0,Yes,500.0,3778.52,9,10,2,Medium,Marginal,Low,1
PAT-2003-128,2022,quantum,3,CHN,cybersecurity,True,0,No,24.01,7668.81,32,9,3,Low,Moderate,Low,3
PAT-2003-129,2021,iot,3,USA,healthtech,False,1,Yes,223.95,8627.32,14,17,1,Medium,Significant,High,2
PAT-2003-130,2021,ai_ml,3,GBR,fintech,False,0,Yes,95.19,9797.84,18,18,3,Low,Significant,Medium,4
PAT-2003-131,2023,cybersecurity,3,CHN,software,False,1,Yes,359.1,2967.51,11,29,2,Low,Significant,Very High,2
PAT-2003-132,2022,ai_ml,3,USA,software,True,1,Yes,21.81,1189.22,35,36,3,Medium,Significant,Very High,5
PAT-2003-133,2022,ai_ml,1,CHN,software,False,1,Yes,109.87,2974.22,44,39,2,Medium,Moderate,Medium,2
PAT-2003-134,2024,ai_ml,3,GBR,fintech,False,0,Yes,495.64,560.66,17,12,2,Medium,Moderate,Medium,1
PAT-2003-135,2024,blockchain,2,USA,software,True,1,Yes,21.99,1174.14,10,25,2,Medium,Moderate,Medium,0
PAT-2003-136,2024,blockchain,3,IND,software,False,0,No,2.85,6118.07,8,12,2,High,Marginal,Very Low,3
PAT-2003-137,2021,iot,4,IND,healthtech,False,0,No,8.2,3665.6,28,11,2,Medium,Significant,High,4
PAT-2003-138,2022,cybersecurity,3,GBR,software,False,0,No,16.71,6969.39,21,8,3,Medium,Significant,Medium,3
PAT-2003-139,2024,ai_ml,1,USA,healthtech,False,1,Yes,159.65,7651.78,34,40,2,Medium,Breakthrough,High,2
PAT-2003-140,2022,iot,3,USA,telecom,True,1,No,14.18,7734.59,20,23,3,High,Moderate,Low,3
PAT-2003-141,2020,ai_ml,1,USA,fintech,False,1,Yes,61.68,3750.6,28,34,3,Low,Moderate,Medium,3
PAT-2003-142,2023,quantum,2,USA,hardware,True,1,Yes,278.32,1350.99,40,34,3,Medium,Moderate,High,4
PAT-2003-143,2022,ai_ml,1,GBR,hardware,True,1,No,13.77,2670.79,34,30,3,Medium,Moderate,Medium,2
PAT-2003-144,2022,ai_ml,2,CHN,software,False,1,Yes,398.62,2601.64,25,34,3,Low,Moderate,Low,3
PAT-2003-145,2024,iot,3,USA,hardware,True,1,Yes,119.64,8355.35,24,23,1,Medium,Moderate,Low,0
PAT-2003-146,2023,iot,4,RUS,hardware,False,0,Yes,110.37,7647.42,22,15,2,High,Moderate,Low,2
PAT-2003-147,2022,quantum,1,JPN,hardware,False,1,No,15.14,3503.16,28,30,3,Medium,Moderate,Low,3
PAT-2003-148,2022,iot,2,KOR,hardware,False,1,No,2.46,9694.69,22,30,2,Medium,Marginal,Very Low,0
PAT-2003-149,2022,quantum,3,USA,software,False,1,No,3.1,6252.58,34,42,3,Medium,Moderate,High,1
PAT-2003-150,2020,blockchain,4,RUS,fintech,False,1,Yes,186.07,6175.94,17,25,1,Medium,Marginal,Low,1
PAT-2003-151,2023,ai_ml,1,GBR,fintech,True,0,No,51.66,4219.07,28,10,3,Medium,Significant,Medium,3
PAT-2003-152,2023,ai_ml,2,DEU,software,False,1,Yes,91.21,2153.45,47,40,3,Low,Moderate,High,3
PAT-2003-153,2021,ai_ml,2,USA,healthtech,True,1,Yes,351.07,3192.3,22,30,3,Low,Breakthrough,Medium,6
PAT-2003-154,2021,ai_ml,3,GBR,software,True,1,Yes,23.08,9325.27,21,45,3,Medium,Moderate,Medium,3
PAT-2003-155,2024,blockchain,3,DEU,telecom,False,1,Yes,33.77,4407.59,6,28,3,Low,Marginal,Low,3
PAT-2003-156,2020,blockchain,2,USA,fintech,True,0,No,24.51,9227.46,6,13,1,High,Marginal,Very Low,2
PAT-2003-157,2022,iot,1,KOR,hardware,False,1,No,87.11,7971.18,28,20,3,Low,Moderate,Low,3
PAT-2003-158,2022,blockchain,3,USA,fintech,False,1,Yes,120.54,3624.14,15,29,2,Low,Moderate,High,1
PAT-2003-159,2023,iot,4,RUS,hardware,False,1,Yes,47.99,6561.08,10,19,1,Medium,Significant,Medium,3
PAT-2003-160,2021,iot,2,DEU,healthtech,True,1,Yes,33.58,5835.23,29,29,1,High,Significant,Medium,5
PAT-2003-161,2023,ai_ml,1,DEU,software,True,1,Yes,45.17,4428.15,31,28,2,Medium,Breakthrough,Very High,2
PAT-2003-162,2022,ai_ml,2,USA,fintech,True,1,Yes,51.49,9270.83,18,28,2,Medium,Significant,Very High,3
PAT-2003-163,2023,iot,4,USA,hardware,True,1,No,54.09,1527.88,8,25,2,Medium,Marginal,Very Low,2
PAT-2003-164,2020,iot,1,CHN,hardware,True,1,No,43.37,2710.87,9,16,2,Medium,Significant,High,2
PAT-2003-165,2022,ai_ml,1,KOR,software,False,1,Yes,63.47,5706.86,25,33,2,High,Moderate,High,2
PAT-2003-166,2022,ai_ml,3,USA,software,True,0,Yes,167.44,8502.62,20,25,3,High,Significant,High,8
PAT-2003-167,2021,iot,2,DEU,hardware,False,1,Yes,500.0,6116.0,24,29,2,Low,Significant,High,3
PAT-2003-168,2020,iot,1,GBR,telecom,True,0,No,8.23,4524.24,8,7,2,Medium,Significant,Medium,2
PAT-2003-169,2021,ai_ml,2,USA,software,False,1,No,4.84,2840.42,45,30,3,Low,Breakthrough,Medium,7
PAT-2003-170,2021,blockchain,4,IND,fintech,False,1,Yes,355.95,4411.8,15,27,1,Low,Marginal,Very Low,1
PAT-2003-171,2020,cybersecurity,2,USA,fintech,False,1,Yes,155.42,1340.03,15,25,2,Low,Moderate,Medium,2
PAT-2003-172,2024,ai_ml,2,USA,fintech,True,1,Yes,244.92,8279.8,46,43,3,High,Moderate,Medium,6
PAT-2003-173,2022,cybersecurity,3,USA,software,False,1,No,13.34,763.23,10,21,3,Medium,Moderate,High,3
PAT-2003-174,2023,ai_ml,2,CHN,software,False,1,Yes,166.87,5990.47,21,22,3,High,Significant,High,4
PAT-2003-175,2024,iot,3,USA,healthtech,False,0,Yes,73.48,8071.72,9,15,2,Medium,Breakthrough,Medium,2
PAT-2003-176,2020,blockchain,3,IND,fintech,False,1,Yes,116.66,7115.02,5,28,2,Medium,Moderate,Medium,1
PAT-2003-177,2023,ai_ml,2,CHN,healthtech,False,1,No,30.39,4832.99,18,45,3,Low,Marginal,Low,3
PAT-2003-178,2024,cybersecurity,4,DEU,telecom,False,0,No,28.31,6800.26,18,13,2,Low,Moderate,High,3
PAT-2003-179,2023,blockchain,2,CHN,fintech,False,1,Yes,15.1,9276.01,6,22,3,Medium,Moderate,Medium,6
PAT-2003-180,2022,cybersecurity,1,GBR,software,False,1,No,29.38,6398.15,16,20,1,Medium,Moderate,Medium,0
PAT-2003-181,2022,ai_ml,1,USA,software,True,1,No,32.06,6247.52,46,49,2,Low,Significant,Medium,2
PAT-2003-182,2020,cybersecurity,2,CHN,software,False,1,No,16.3,9089.56,11,14,2,Medium,Moderate,High,1
PAT-2003-183,2022,cybersecurity,2,USA,telecom,True,0,Yes,93.84,4796.07,19,5,2,High,Moderate,Medium,2
PAT-2003-184,2024,iot,1,CHN,telecom,False,1,No,39.26,1472.82,12,25,1,Low,Moderate,High,1
PAT-2003-185,2024,ai_ml,2,KOR,healthtech,False,1,Yes,500.0,1731.45,25,28,2,Medium,Moderate,Medium,1
PAT-2003-186,2020,iot,4,DEU,hardware,False,0,No,26.14,5780.46,20,13,2,Medium,Significant,Medium,1
PAT-2003-187,2023,iot,2,USA,hardware,False,0,Yes,33.52,838.28,22,14,3,Medium,Significant,High,5
PAT-2003-188,2021,cybersecurity,3,USA,software,False,0,No,17.55,4830.25,21,6,1,Medium,Significant,Medium,2
PAT-2003-189,2024,blockchain,3,GBR,fintech,True,1,Yes,124.04,9739.16,10,27,2,Medium,Moderate,Low,0
PAT-2003-190,2020,ai_ml,3,USA,software,False,0,No,52.96,3359.19,32,15,2,Medium,Marginal,Very Low,2
PAT-2003-191,2024,ai_ml,3,GBR,software,False,1,No,20.13,7804.12,16,39,3,High,Breakthrough,Medium,5
PAT-2003-192,2023,iot,3,USA,software,False,1,Yes,500.0,6240.56,10,28,3,Low,Moderate,Low,2
PAT-2003-193,2020,cybersecurity,3,GBR,software,False,0,Yes,86.53,3257.52,24,10,2,High,Marginal,Very Low,2
PAT-2003-194,2020,ai_ml,1,USA,healthtech,True,1,No,13.53,5216.95,21,36,3,Low,Breakthrough,High,5
PAT-2003-195,2023,iot,3,USA,hardware,False,1,No,70.36,5168.69,18,27,2,High,Moderate,Medium,2
PAT-2003-196,2021,cybersecurity,4,RUS,software,True,1,No,29.66,2064.52,25,30,2,Medium,Moderate,Medium,2
PAT-2003-197,2022,ai_ml,2,KOR,healthtech,False,0,Yes,35.83,8169.17,50,9,2,Low,Significant,Low,4
PAT-2003-198,2024,ai_ml,3,USA,fintech,False,0,No,18.33,7407.45,33,25,3,Low,Significant,High,4
PAT-2003-199,2022,iot,4,RUS,telecom,False,0,Yes,25.92,6821.02,15,6,1,Medium,Significant,Medium,2
PAT-2003-200,2022,iot,2,CHN,hardware,False,0,Yes,19.23,951.95,14,14,3,Low,Significant,Medium,7
PAT-2003-201,2022,ai_ml,1,KOR,software,False,0,No,29.67,5042.19,44,13,2,Medium,Significant,Medium,4
PAT-2003-202,2020,quantum,2,USA,hardware,False,0,Yes,37.98,8161.78,45,21,2,High,Moderate,Medium,4
PAT-2003-203,2024,iot,2,USA,telecom,False,0,Yes,92.9,3906.21,12,7,3,High,Significant,Low,5
PAT-2003-204,2021,cybersecurity,4,RUS,fintech,False,0,Yes,500.0,6332.91,27,7,3,Low,Moderate,High,3
PAT-2003-205,2021,cybersecurity,3,GBR,software,True,1,Yes,292.58,2762.08,12,29,1,Low,Moderate,Medium,3
PAT-2003-206,2021,quantum,1,JPN,hardware,True,0,No,54.86,8357.25,50,24,2,High,Breakthrough,High,3
PAT-2003-207,2024,iot,2,KOR,hardware,False,1,Yes,88.49,8441.8,8,30,1,Medium,Significant,High,3
PAT-2003-208,2020,ai_ml,2,USA,fintech,True,0,No,17.75,8334.24,21,19,3,Low,Marginal,Very Low,2
PAT-2003-209,2024,iot,2,USA,telecom,True,0,Yes,101.16,1676.27,29,9,2,Medium,Marginal,Very Low,4
PAT-2003-210,2023,ai_ml,1,KOR,healthtech,False,1,Yes,106.28,2886.18,25,31,2,Low,Breakthrough,Very High,3
PAT-2003-211,2023,iot,2,USA,healthtech,False,1,No,59.15,5236.48,17,29,2,Medium,Marginal,Low,1
PAT-2003-212,2024,ai_ml,2,KOR,software,False,1,Yes,122.09,3449.57,15,28,2,Medium,Significant,Very High,1
PAT-2003-213,2023,iot,4,RUS,telecom,False,0,No,68.55,5885.04,20,8,3,High,Marginal,Very Low,6
PAT-2003-214,2024,ai_ml,1,USA,hardware,True,1,Yes,179.27,924.31,25,31,3,Low,Significant,High,2
PAT-2003-215,2020,ai_ml,3,USA,fintech,False,1,Yes,6.03,1646.79,41,33,3,High,Moderate,Low,4
PAT-2003-216,2023,ai_ml,1,USA,software,True,1,No,15.32,6207.24,40,34,3,Low,Moderate,Low,4
PAT-2003-217,2022,iot,2,USA,hardware,True,1,Yes,390.61,2409.29,9,23,1,Low,Moderate,Low,2
PAT-2003-218,2022,quantum,1,GBR,software,True,1,Yes,71.8,2707.69,45,39,3,Low,Breakthrough,Very High,4
PAT-2003-219,2024,ai_ml,2,USA,healthtech,False,0,Yes,51.33,6636.38,35,22,3,High,Moderate,Low,6
PAT-2003-220,2024,cybersecurity,2,JPN,software,True,1,No,24.54,3193.11,8,22,2,Low,Moderate,High,0
PAT-2003-221,2023,cybersecurity,2,USA,telecom,True,1,Yes,310.76,5875.98,15,23,3,Medium,Moderate,Medium,5
PAT-2003-222,2022,ai_ml,3,GBR,hardware,True,0,No,30.6,5195.36,49,18,2,Low,Moderate,Medium,3
PAT-2003-223,2022,iot,4,USA,telecom,False,0,No,9.34,1629.84,12,17,1,Medium,Moderate,Medium,1
PAT-2003-224,2022,blockchain,3,IND,fintech,False,0,No,35.96,2114.29,11,13,3,Medium,Moderate,Low,4
PAT-2003-225,2022,ai_ml,3,DEU,software,False,0,Yes,500.0,6259.66,33,15,3,Medium,Moderate,Medium,4
PAT-2003-226,2022,iot,2,CHN,telecom,False,1,Yes,83.63,2723.45,29,33,1,Medium,Significant,High,3
PAT-2003-227,2020,ai_ml,3,USA,software,False,1,Yes,37.21,6313.39,25,43,3,High,Marginal,Low,3
PAT-2003-228,2020,cybersecurity,3,USA,software,True,0,No,15.61,4296.87,15,5,3,Medium,Significant,High,5
PAT-2003-229,2023,cybersecurity,1,USA,software,True,1,No,9.69,3494.34,11,24,1,Medium,Moderate,High,1
PAT-2003-230,2022,quantum,3,USA,hardware,True,1,Yes,500.0,2302.15,25,48,3,Medium,Marginal,Very Low,4
PAT-2003-231,2024,iot,3,CHN,hardware,False,1,Yes,331.31,1483.3,15,15,3,Medium,Moderate,Medium,4
PAT-2003-232,2023,iot,1,DEU,hardware,False,1,No,22.22,3473.32,29,33,1,Medium,Moderate,High,0
PAT-2003-233,2020,cybersecurity,3,USA,software,True,1,Yes,380.46,7553.58,24,20,1,Medium,Breakthrough,Medium,2
PAT-2003-234,2021,ai_ml,1,GBR,software,True,0,No,22.14,7604.85,20,9,3,Medium,Breakthrough,High,3
