trademark_id,country_registration,mktu_class,industry,applicant_type,trademark_type,representative_firm,priority_claimed,examination_duration_days,mktu_classes_count,company_age_years,previous_applications,trademark_value_k,examination_count,similarity_percent,maintenance_fee_usd,use_before_registration_months,opposition_count
TM20230153,Россия,Класс 38,Развлечения,ООО,Речевой,ЮрФирма_AE,False,63.0,4,7.6,3,8.27,2,28.6,1032.23,32.7,1
TM20230154,Россия,Класс 20,СМИ,ЗАО,Обонятельный,ЮрФирма_BP,True,79.0,8,5.9,2,4.79,2,17.4,779.15,,1
TM20230155,Россия,Класс 44,Энергетика,ООО,Текстильный,Не указано,True,77.0,7,3.9,4,10.32,4,12.2,501.46,70.7,2
TM20230156,Россия,Класс 37,Оптовая торговля,Концерн,Словесный,ЮрФирма_AU,True,64.0,5,5.8,1,8.61,2,11.0,1296.08,114.6,0
TM20230157,Россия,Класс 04,Логистика,Концерн,Изобразительный,Не указано,True,30.0,5,5.9,2,15.06,3,18.7,849.85,58.3,2
TM20230158,Азербайджан,Класс 04,Полиграфия,Творческий коллектив,Словесный,ЮрФирма_BQ,True,56.0,4,5.7,2,11.34,2,22.8,925.68,13.7,0
TM20230159,Россия,Класс 06,Напитки,АО,Словесный,ЮрФирма_AP,True,90.0,5,12.4,8,1.98,3,33.1,1206.08,16.8,0
TM20230160,Малайзия,Класс 07,Пищевая промышленность,Филиал иностранной компании,Словесный,ЮрФирма_AJ,True,80.0,6,1.3,2,6.36,5,19.4,683.44,77.4,0
TM20230161,Саудовская Аравия,Класс 15,Бытовая техника,Концерн,Изобразительный,ЮрФирма_BG,True,42.0,5,0.0,5,13.51,4,19.0,1561.21,29.8,0
TM20230162,Россия,Класс 04,Металлургия,Самозанятый,Изобразительный,Не указано,True,43.0,5,2.5,14,24.4,4,6.3,1147.58,32.8,0
TM20230163,США,Класс 04,Ювелирные изделия,Корпорация,Комбинированный,,True,58.0,3,2.5,5,202.42,3,35.6,793.03,60.7,2
TM20230164,Армения,Класс 07,ИТ-услуги,ООО,Изобразительный,Самостоятельно,True,37.0,1,11.0,0,500.0,3,62.4,1343.71,45.3,5
TM20230165,Кыргызстан,Класс 23,Рестораны,Индивидуальный предприниматель,Словесный,ЮрФирма_AL,True,45.0,5,13.5,3,10.03,3,31.4,1490.46,55.7,0
TM20230166,Россия,Класс 24,Мебель,Спортивная организация,Изобразительный,ЮрФирма_BT,True,72.0,2,2.4,1,22.39,3,14.6,468.8,,2
TM20230167,Россия,Класс 44,Телекоммуникации,Концерн,Объемный,ЮрФирма_BP,True,77.0,2,6.0,2,40.93,2,27.8,100.0,35.5,0
TM20230168,Россия,Класс 03,Транспорт,Муниципальное предприятие,Словесный,ЮрФирма_AX,True,65.0,2,1.1,3,17.88,3,35.2,939.61,,2
TM20230169,Армения,Класс 07,Электроника,Совместное предприятие,Световой,ЮрФирма_AH,False,65.0,3,1.0,3,11.78,3,16.2,1008.3,45.1,0
TM20230170,Малайзия,Класс 43,Научные исследования,Концерн,Изобразительный,ЮрФирма_BM,False,59.0,3,0.5,0,14.27,3,12.1,10623.74095978506,29.5,0
TM20230171,Кыргызстан,Класс 24,Ювелирные изделия,Корпорация,Комбинированный,ЮрФирма_BL,True,54.0,5,4.6,2,9.26,3,19.8,1458.91,47.0,0
TM20230172,США,Класс 18,Металлургия,Образовательное учреждение,Световой,,True,83.0,3,10.2,2,6.35,3,19.0,1090.2,69.0,0
TM20230173,Малайзия,Класс 14,Транспорт,Нотариальная контора,Комбинированный,ЮрФирма_BN,False,85.0,1,1.9,2,1.13,1,26.3,935.14,34.8,0
TM20230174,Кыргызстан,Класс 01,Одежда и обувь,АО,Комбинированный,ЮрФирма_AB,True,64.0,1,6.1,1,8.56,4,23.2,1267.54,70.7,0
TM20230175,Россия,Класс 38,Косметика,Индивидуальный предприниматель,Эмблема,,True,46.0,3,10.8,19,4.55,2,15.2,1445.56,22.2,1
TM20230176,Швейцария,Класс 20,Недвижимость,Индивидуальный предприниматель,Словесный,Самостоятельно,False,54.0,5,4.7,9,2.51,3,8.2,483.16,99.6,0
TM20230177,Казахстан,Класс 16,Страхование,АО,Изобразительный,Самостоятельно,True,66.0,5,2.2,7,13.0,2,10.5,1377.85,8.8,0
TM20230178,Россия,Класс 14,Электроника,Общественная организация,Знак,ЮрФирма_AQ,True,64.0,4,5.9,1,5.15,2,12.9,905.39,48.5,1
TM20230179,Беларусь,Класс 07,Консалтинг,Фонд,Голографический,Не указано,True,81.0,4,0.1,6,7.9,4,26.0,1333.87,53.6,0
TM20230180,Таджикистан,Класс 04,Транспорт,АО,Комбинированный,Самостоятельно,True,53.0,1,2.5,8,12.53,2,9.8,753.7,108.2,0
TM20230181,Россия,Класс 29,Реклама,ООО,Словесный,ЮрФирма_AP,True,78.0,4,6.2,15,2.74,3,40.0,739.14,103.1,0
TM20230182,Казахстан,Класс 12,Ювелирные изделия,ЗАО,Изобразительный,ЮрФирма_BC,True,67.0,1,8.9,4,16.05,2,39.9,1237.39,27.6,0
TM20230183,Россия,Класс 01,Мебель,Общественная организация,Цветовой,Не указано,False,122.0,7,4.1,2,9.4,4,21.1,1349.4,12.9,0
TM20230184,Россия,Класс 07,Туризм,Иностранная компания,Объемный,ЮрФирма_BO,True,66.0,5,7.6,7,101.89,1,26.3,1444.64,104.0,2
TM20230185,Россия,Класс 41,Программное обеспечение,Индивидуальный предприниматель,Словесный,ЮрФирма_AX,True,55.0,1,0.6,1,79.68,4,39.7,550.15,109.7,0
TM20230186,Германия,Класс 07,Мебель,АО,Словесный,Самостоятельно,True,99.0,2,4.1,0,21.19,4,22.2,6150.144346306849,114.4,0
TM20230187,Швейцария,Класс 08,Фармацевтика,ПАО,Обонятельный,ЮрФирма_AU,False,64.0,1,4.6,1,206.87,4,,1261.77,48.0,4
TM20230188,Россия,Класс 20,Фармацевтика,ПАО,Комбинированный,Самостоятельно,True,77.0,2,0.5,3,250.04,3,30.2,536.91,83.1,5
TM20230189,Россия,Класс 32,Машиностроение,Общественная организация,Цветовая гамма,Самостоятельно,True,38.0,4,21.2,7,6.54,5,5.6,518.85,102.5,1
TM20230190,Россия,Класс 23,ИТ-услуги,Образовательное учреждение,Изобразительный,Не указано,True,92.0,4,17.1,4,35.52,2,9.4,1090.18,108.0,2
TM20230191,Россия,Класс 35,Научные исследования,Индивидуальный предприниматель,Изобразительный,Самостоятельно,True,54.0,4,0.0,16,9.55,3,20.5,1060.53,30.0,1
TM20230192,Беларусь,Класс 02,Мебель,ООО,Словесный,Самостоятельно,True,47.0,2,13.6,6,14.63,3,35.5,1087.35,65.9,0
TM20230193,Кыргызстан,Класс 40,Страхование,АО,Изобразительный,ЮрФирма_BG,True,87.0,2,5.1,5,7.79,2,61.1,869.95,99.1,5
TM20230194,Армения,Класс 39,Страхование,ООО,Изобразительный,,False,53.0,4,0.2,0,4.21,3,,840.74,1.8,0
TM20230195,Казахстан,Класс 13,Недвижимость,АО,Словесный,ЮрФирма_AO,False,50.0,2,10.9,3,6.45,2,55.0,1564.62,113.1,2
TM20230196,Беларусь,Класс 20,Деревообработка,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AZ,True,45.0,4,1.6,11,13.95,1,7.7,886.44,99.0,0
TM20230197,Россия,Класс 04,Металлургия,Индивидуальный предприниматель,Словесный,Не указано,False,58.0,4,5.1,6,17.37,2,43.5,1062.78,45.2,0
TM20230198,Россия,Класс 09,Пищевая промышленность,Религиозная организация,Позиционный,Не указано,True,53.0,3,5.2,1,19.12,1,18.3,676.76,34.2,1
TM20230199,Таджикистан,Класс 03,Оптовая торговля,Индивидуальный предприниматель,Словесный,Самостоятельно,True,83.0,4,15.7,5,19.86,5,14.6,1310.45,40.9,0
TM20230200,Великобритания,Класс 01,Металлургия,Некоммерческая организация,Изобразительный,ЮрФирма_BX,True,54.0,4,12.6,3,3.86,1,34.8,1005.25,58.0,0
TM20230201,Узбекистан,Класс 44,Пищевая промышленность,ООО,Объемный,ЮрФирма_AL,True,57.0,2,1.1,7,12.61,2,19.2,1174.85,76.6,0
TM20230202,Азербайджан,Класс 04,Образование,ООО,Словесный,Самостоятельно,True,55.0,5,1.6,1,10.56,1,27.2,1449.76,,0
TM20230203,Армения,Класс 18,Программное обеспечение,Индивидуальный предприниматель,Комбинированный,ЮрФирма_AD,False,79.0,8,14.8,0,134.1,2,43.5,993.35,110.2,3
TM20230204,Узбекистан,Класс 05,Оптовая торговля,Индивидуальный предприниматель,Цветовой,ЮрФирма_BF,True,85.0,2,1.4,6,2.14,3,28.8,1764.28,112.2,0
TM20230205,Казахстан,Класс 07,Оптовая торговля,АО,Комбинированный,ЮрФирма_BP,True,66.0,3,25.2,2,6.48,3,75.5,1448.55,116.5,3
TM20230206,Россия,Класс 07,Розничная торговля,Общественная организация,Изобразительный,Не указано,True,65.0,5,,3,36.73,2,9.6,989.74,114.0,1
TM20230207,Россия,Класс 06,Полиграфия,Нотариальная контора,Голографический,Не указано,True,69.0,5,4.9,11,11.8,1,45.5,809.18,,2
TM20230208,Россия,Класс 21,Образование,Индивидуальный предприниматель,Форма упаковки,Не указано,False,71.0,2,0.7,14,7.69,2,21.6,698.97,65.6,0
TM20230209,Россия,Класс 43,СМИ,Индивидуальный предприниматель,Голографический,Самостоятельно,True,81.0,2,10.4,8,4.45,2,61.5,816.38,109.3,2
TM20230210,Казахстан,Класс 08,Химическая промышленность,Индивидуальный предприниматель,Изобразительный,ЮрФирма_BC,True,79.0,4,0.4,2,15.07,2,61.2,563.08,,1
TM20230211,Китай,Класс 44,Страхование,Корпорация,Комбинированный,ЮрФирма_AE,False,30.0,4,1.1,2,315.13,2,59.4,1296.41,21.9,2
TM20230212,Турция,Класс 23,Строительство,ООО,Комбинированный,ЮрФирма_BQ,False,49.0,5,0.5,1,14.52,2,10.4,1213.47,24.4,0
TM20230213,Беларусь,Класс 19,Розничная торговля,ООО,Изобразительный,ЮрФирма_BD,True,35.0,1,4.9,10,3.45,2,17.4,1029.69,60.1,0
TM20230214,Россия,Класс 04,Металлургия,Фермерское хозяйство,Изобразительный,Самостоятельно,True,72.0,4,0.6,8,4.16,2,27.0,1256.68,41.8,1
TM20230215,Южная Корея,Класс 01,Мебель,Союз,Голографический,ЮрФирма_BL,False,45.0,9,2.1,2,3.57,3,11.8,983.42,5.4,0
TM20230216,Казахстан,Класс 35,Реклама,Холдинг,Изобразительный,Не указано,True,76.0,2,8.5,1,500.0,2,54.3,881.36,51.0,7
TM20230217,Россия,Класс 16,Туризм,Индивидуальный предприниматель,Тактильный,ЮрФирма_BL,True,70.0,4,4.2,3,11.1,2,,1230.72,54.0,3
TM20230218,Россия,Класс 08,Гостиничный бизнес,АО,Буквы,ЮрФирма_BL,False,65.0,6,2.1,12,15.99,4,16.1,860.31,83.1,2
TM20230219,Россия,Класс 33,Недвижимость,ООО,Изобразительный,Самостоятельно,False,61.0,8,13.9,1,12.08,1,9.0,1345.2,110.2,1
TM20230220,Россия,Класс 05,Здравоохранение,Холдинг,Словесный,Самостоятельно,False,85.0,5,2.4,3,94.01,3,26.5,1055.19,15.0,4
TM20230221,Бразилия,Класс 31,Развлечения,Корпорация,Шрифт,ЮрФирма_AZ,False,78.0,5,7.3,5,29.08,3,36.6,1670.79,90.4,0
TM20230222,Франция,Класс 06,Развлечения,Индивидуальный предприниматель,Словесный,Самостоятельно,True,48.0,4,2.4,3,4.04,4,22.0,1107.3,108.7,0
TM20230223,Кыргызстан,Класс 40,Бытовая техника,Крестьянское хозяйство,Обонятельный,Самостоятельно,False,71.0,1,2.8,5,3.55,5,13.1,725.64,25.1,0
